co_kV:	690.0026667
co_mA:	34689.19811
co_sec:	29106
co_D:	-67396.55975
co_size_times:	3.9982002504686105

calculate formula:
DAP_uGym2 = (co_kV*kV + co_mA*mA + co_sec*sec + co_D) * co_size_times / 100000


kV	uA	ms	DAP_uGym2
67	2500	1400	4.250287343761201
67	3150	500	4.104456139067668
67	3150	550	4.162641947312737
67	3150	625	4.249920659680343
67	3150	700	4.337199372047948
67	3150	800	4.453570988538086
67	3150	900	4.569942605028226
67	3150	1000	4.686314221518365
67	3150	1100	4.802685838008505
67	3150	1250	4.9772432627437135
67	3150	1400	5.151800687478923
67	4000	500	5.283358203929304
67	4000	550	5.341544012174374
67	4000	625	5.428822724541979
67	4000	700	5.516101436909584
67	4000	800	5.632473053399722
67	4000	900	5.748844669889863
67	4000	1000	5.865216286380002
67	4000	1100	5.981587902870142
67	4000	1250	6.15614532760535
67	4000	1400	6.330702752340559
67	5000	500	6.670301809648876
67	5000	550	6.728487617893946
67	5000	625	6.8157663302615505
67	5000	700	6.903045042629156
67	5000	800	7.019416659119295
67	5000	900	7.1357882756094355
67	5000	1000	7.2521598920995745
67	5000	1100	7.368531508589714
67	5000	1250	7.543088933324922
67	5000	1400	7.717646358060132
68	500	500	0.456643272259042
68	500	550	0.5148290805041112
68	500	625	0.6021077928717162
68	500	700	0.6893865052393201
68	500	800	0.8057581217294596
68	500	900	0.9221297382195993
68	500	1000	1.0385013547097388
68	500	1100	1.154872971199878
68	500	1250	1.3294303959350875
68	500	1400	1.5039878206702961
68	625	500	0.6300112229739886
68	625	550	0.6881970312190583
68	625	625	0.7754757435866627
68	625	700	0.8627544559542671
68	625	800	0.9791260724444069
68	625	900	1.0954976889345458
68	625	1000	1.2118693054246854
68	625	1100	1.328240921914825
68	625	1250	1.5027983466500339
68	625	1400	1.6773557713852427
68	800	500	0.8727263539749137
68	800	550	0.9309121622199835
68	800	625	1.018190874587588
68	800	700	1.1054695869551923
68	800	800	1.221841203445332
68	800	900	1.338212819935471
68	800	1000	1.4545844364256106
68	800	1100	1.5709560529157502
68	800	1250	1.745513477650959
68	800	1400	1.920070902386168
68	1000	500	1.1501150751188283
68	1000	550	1.208300883363898
68	1000	625	1.2955795957315024
68	1000	700	1.3828583080991068
68	1000	800	1.4992299245892464
68	1000	900	1.6156015410793854
68	1000	1000	1.7319731575695252
68	1000	1100	1.8483447740596648
68	1000	1250	2.0229021987948737
68	1000	1400	2.197459623530082
68	1250	500	1.4968509765487212
68	1250	550	1.5550367847937911
68	1250	625	1.6423154971613956
68	1250	700	1.729594209529
68	1250	800	1.8459658260191394
68	1250	900	1.9623374425092786
68	1250	1000	2.078709058999418
68	1250	1100	2.195080675489558
68	1250	1250	2.3696381002247664
68	1250	1400	2.5441955249599757
68	1575	500	1.9476076484075824
68	1575	550	2.0057934566526523
68	1575	625	2.0930721690202567
68	1575	700	2.1803508813878607
68	1575	800	2.2967224978780005
68	1575	900	2.41309411436814
68	1575	1000	2.5294657308582793
68	1575	1100	2.6458373473484187
68	1575	1250	2.8203947720836275
68	1575	1400	2.9949521968188364
68	2000	500	2.537058680838401
68	2000	550	2.59524448908347
68	2000	625	2.6825232014510747
68	2000	700	2.7698019138186787
68	2000	800	2.88617353030882
68	2000	900	3.002545146798958
68	2000	1000	3.1189167632890977
68	2000	1100	3.235288379779237
68	2000	1250	3.409845804514446
68	2000	1400	3.584403229249655
68	2500	500	3.2305304836981867
68	2500	550	3.288716291943256
68	2500	625	3.375995004310861
68	2500	700	3.4632737166784646
68	2500	800	3.579645333168606
68	2500	900	3.6960169496587443
68	2500	1000	3.8123885661488837
68	2500	1100	3.928760182639023
68	2500	1250	4.1033176073742315
68	2500	1400	4.277875032109441
68	3150	500	4.132043827415909
68	3150	550	4.1902296356609785
68	3150	625	4.277508348028584
68	3150	700	4.3647870603961865
68	3150	800	4.481158676886327
68	3150	900	4.597530293376466
68	3150	1000	4.713901909866606
68	3150	1100	4.830273526356746
68	3150	1250	5.004830951091955
68	3150	1400	5.179388375827163
68	4000	500	5.310945892277545
68	4000	550	5.369131700522615
68	4000	625	5.45641041289022
68	4000	700	5.543689125257822
68	4000	800	5.660060741747964
68	4000	900	5.776432358238102
68	4000	1000	5.892803974728244
68	4000	1100	6.009175591218381
68	4000	1250	6.1837330159535915
68	4000	1400	6.3582904406887994
68	5000	500	6.697889497997118
68	5000	550	6.756075306242188
68	5000	625	6.8433540186097925
68	5000	700	6.930632730977395
68	5000	800	7.047004347467536
68	5000	900	7.163375963957674
68	5000	1000	7.279747580447816
68	5000	1100	7.396119196937954
68	5000	1250	7.570676621673164
68	5000	1400	7.745234046408371
69	500	500	0.48423096060728116
69	500	550	0.542416768852351
69	500	625	0.6296954812199554
69	500	700	0.7169741935875598
69	500	800	0.8333458100776994
69	500	900	0.9497174265678384
69	500	1000	1.066089043057978
69	500	1100	1.1824606595481177
69	500	1250	1.3570180842833266
69	500	1400	1.5315755090185355
69	625	500	0.6575989113222277
69	625	550	0.7157847195672975
69	625	625	0.8030634319349019
69	625	700	0.8903421443025062
69	625	800	1.006713760792646
69	625	900	1.123085377282785
69	625	1000	1.2394569937729247
69	625	1100	1.3558286102630641
69	625	1250	1.530386034998273
69	625	1400	1.7049434597334818
69	800	500	0.9003140423231528
69	800	550	0.9584998505682226
69	800	625	1.0457785629358272
69	800	700	1.1330572753034314
69	800	800	1.2494288917935712
69	800	900	1.3658005082837101
69	800	1000	1.4821721247738497
69	800	1100	1.5985437412639893
69	800	1250	1.7731011659991982
69	800	1400	1.947658590734407
69	1000	500	1.1777027634670674
69	1000	550	1.235888571712137
69	1000	625	1.3231672840797415
69	1000	700	1.410445996447346
69	1000	800	1.5268176129374855
69	1000	900	1.6431892294276247
69	1000	1000	1.7595608459177643
69	1000	1100	1.875932462407904
69	1000	1250	2.0504898871431125
69	1000	1400	2.2250473118783214
69	1250	500	1.5244386648969603
69	1250	550	1.5826244731420303
69	1250	625	1.6699031855096347
69	1250	700	1.757181897877239
69	1250	800	1.8735535143673785
69	1250	900	1.9899251308575179
69	1250	1000	2.1062967473476575
69	1250	1100	2.222668363837797
69	1250	1250	2.3972257885730057
69	1250	1400	2.5717832133082146
69	1575	500	1.9751953367558215
69	1575	550	2.033381145000891
69	1575	625	2.120659857368496
69	1575	700	2.2079385697361
69	1575	800	2.32431018622624
69	1575	900	2.440681802716379
69	1575	1000	2.557053419206518
69	1575	1100	2.673425035696658
69	1575	1250	2.8479824604318664
69	1575	1400	3.0225398851670757
69	2000	500	2.56464636918664
69	2000	550	2.6228321774317087
69	2000	625	2.710110889799314
69	2000	700	2.797389602166918
69	2000	800	2.9137612186570587
69	2000	900	3.030132835147197
69	2000	1000	3.1465044516373366
69	2000	1100	3.2628760681274764
69	2000	1250	3.437433492862685
69	2000	1400	3.611990917597894
69	2500	500	3.258118172046426
69	2500	550	3.316303980291495
69	2500	625	3.4035826926591004
69	2500	700	3.490861405026704
69	2500	800	3.6072330215168447
69	2500	900	3.723604638006983
69	2500	1000	3.8399762544971225
69	2500	1100	3.9563478709872624
69	2500	1250	4.130905295722472
69	2500	1400	4.3054627204576805
69	3150	500	4.159631515764148
69	3150	550	4.217817324009217
69	3150	625	4.305096036376822
69	3150	700	4.392374748744426
69	3150	800	4.508746365234567
69	3150	900	4.6251179817247055
69	3150	1000	4.741489598214844
69	3150	1100	4.857861214704984
69	3150	1250	5.032418639440193
69	3150	1400	5.206976064175402
69	4000	500	5.338533580625786
69	4000	550	5.396719388870855
69	4000	625	5.48399810123846
69	4000	700	5.571276813606063
69	4000	800	5.6876484300962025
69	4000	900	5.804020046586341
69	4000	1000	5.920391663076482
69	4000	1100	6.03676327956662
69	4000	1250	6.211320704301831
69	4000	1400	6.385878129037038
69	5000	500	6.7254771863453575
69	5000	550	6.7836629945904265
69	5000	625	6.870941706958032
69	5000	700	6.9582204193256345
69	5000	800	7.074592035815775
69	5000	900	7.190963652305914
69	5000	1000	7.307335268796055
69	5000	1100	7.423706885286192
69	5000	1250	7.598264310021403
69	5000	1400	7.772821734756611
70	500	500	0.5118186489555202
70	500	550	0.5700044572005901
70	500	625	0.6572831695681945
70	500	700	0.744561881935799
70	500	800	0.8609334984259385
70	500	900	0.9773051149160775
70	500	1000	1.093676731406217
70	500	1100	1.2100483478963568
70	500	1250	1.3846057726315657
70	500	1400	1.5591631973667746
70	625	500	0.6851865996704668
70	625	550	0.7433724079155366
70	625	625	0.830651120283141
70	625	700	0.9179298326507455
70	625	800	1.034301449140885
70	625	900	1.150673065631024
70	625	1000	1.2670446821211638
70	625	1100	1.3834162986113032
70	625	1250	1.557973723346512
70	625	1400	1.732531148081721
70	800	500	0.927901730671392
70	800	550	0.9860875389164617
70	800	625	1.0733662512840663
70	800	700	1.1606449636516705
70	800	800	1.2770165801418103
70	800	900	1.3933881966319492
70	800	1000	1.5097598131220888
70	800	1100	1.6261314296122287
70	800	1250	1.8006888543474373
70	800	1400	1.9752462790826462
70	1000	500	1.2052904518153065
70	1000	550	1.2634762600603762
70	1000	625	1.3507549724279806
70	1000	700	1.4380336847955852
70	1000	800	1.5544053012857248
70	1000	900	1.6707769177758638
70	1000	1000	1.7871485342660034
70	1000	1100	1.903520150756143
70	1000	1250	2.078077575491352
70	1000	1400	2.2526350002265603
70	1250	500	1.5520263532451994
70	1250	550	1.6102121614902694
70	1250	625	1.6974908738578738
70	1250	700	1.7847695862254782
70	1250	800	1.9011412027156178
70	1250	900	2.0175128192057565
70	1250	1000	2.1338844356958964
70	1250	1100	2.250256052186036
70	1250	1250	2.4248134769212446
70	1250	1400	2.599370901656454
70	1575	500	2.0027830251040606
70	1575	550	2.0609688333491305
70	1575	625	2.148247545716735
70	1575	700	2.235526258084339
70	1575	800	2.3518978745744787
70	1575	900	2.468269491064618
70	1575	1000	2.5846411075547575
70	1575	1100	2.701012724044897
70	1575	1250	2.8755701487801058
70	1575	1400	3.0501275735153146
70	2000	500	2.592234057534879
70	2000	550	2.650419865779948
70	2000	625	2.737698578147553
70	2000	700	2.824977290515157
70	2000	800	2.941348907005298
70	2000	900	3.057720523495436
70	2000	1000	3.174092139985576
70	2000	1100	3.2904637564757158
70	2000	1250	3.465021181210924
70	2000	1400	3.639578605946133
70	2500	500	3.285705860394665
70	2500	550	3.3438916686397344
70	2500	625	3.4311703810073393
70	2500	700	3.518449093374943
70	2500	800	3.634820709865084
70	2500	900	3.7511923263552225
70	2500	1000	3.867563942845362
70	2500	1100	3.9839355593355017
70	2500	1250	4.15849298407071
70	2500	1400	4.333050408805919
70	3150	500	4.187219204112387
70	3150	550	4.245405012357456
70	3150	625	4.332683724725062
70	3150	700	4.419962437092665
70	3150	800	4.536334053582806
70	3150	900	4.652705670072944
70	3150	1000	4.769077286563084
70	3150	1100	4.8854489030532235
70	3150	1250	5.060006327788432
70	3150	1400	5.234563752523641
70	4000	500	5.366121268974024
70	4000	550	5.424307077219093
70	4000	625	5.511585789586698
70	4000	700	5.598864501954301
70	4000	800	5.715236118444442
70	4000	900	5.831607734934581
70	4000	1000	5.9479793514247215
70	4000	1100	6.0643509679148595
70	4000	1250	6.238908392650069
70	4000	1400	6.413465817385277
70	5000	500	6.753064874693597
70	5000	550	6.811250682938666
70	5000	625	6.898529395306271
70	5000	700	6.985808107673874
70	5000	800	7.102179724164014
70	5000	900	7.218551340654153
70	5000	1000	7.334922957144293
70	5000	1100	7.451294573634432
70	5000	1250	7.625851998369642
70	5000	1400	7.800409423104849
71	500	500	0.5394063373037605
71	500	550	0.5975921455488304
71	500	625	0.6848708579164349
71	500	700	0.7721495702840392
71	500	800	0.8885211867741788
71	500	900	1.0048928032643178
71	500	1000	1.1212644197544575
71	500	1100	1.237636036244597
71	500	1250	1.412193460979806
71	500	1400	1.5867508857150148
71	625	500	0.7127742880187071
71	625	550	0.7709600962637769
71	625	625	0.8582388086313814
71	625	700	0.9455175209989857
71	625	800	1.0618891374891253
71	625	900	1.1782607539792642
71	625	1000	1.294632370469404
71	625	1100	1.4110039869595437
71	625	1250	1.5855614116947525
71	625	1400	1.7601188364299614
71	800	500	0.9554894190196322
71	800	550	1.013675227264702
71	800	625	1.1009539396323065
71	800	700	1.188232651999911
71	800	800	1.3046042684900507
71	800	900	1.4209758849801897
71	800	1000	1.537347501470329
71	800	1100	1.6537191179604689
71	800	1250	1.8282765426956777
71	800	1400	2.0028339674308864
71	1000	500	1.232878140163547
71	1000	550	1.2910639484086166
71	1000	625	1.378342660776221
71	1000	700	1.4656213731438255
71	1000	800	1.581992989633965
71	1000	900	1.698364606124104
71	1000	1000	1.8147362226142438
71	1000	1100	1.9311078391043832
71	1000	1250	2.105665263839592
71	1000	1400	2.280222688574801
71	1250	500	1.5796140415934399
71	1250	550	1.6377998498385096
71	1250	625	1.7250785622061142
71	1250	700	1.8123572745737184
71	1250	800	1.928728891063858
71	1250	900	2.045100507553997
71	1250	1000	2.1614721240441366
71	1250	1100	2.2778437405342764
71	1250	1250	2.4524011652694853
71	1250	1400	2.626958590004694
71	1575	500	2.030370713452301
71	1575	550	2.0885565216973707
71	1575	625	2.175835234064975
71	1575	700	2.2631139464325796
71	1575	800	2.379485562922719
71	1575	900	2.4958571794128583
71	1575	1000	2.6122287959029977
71	1575	1100	2.7286004123931376
71	1575	1250	2.903157837128346
71	1575	1400	3.0777152618635553
71	2000	500	2.6198217458831192
71	2000	550	2.6780075541281883
71	2000	625	2.765286266495793
71	2000	700	2.8525649788633984
71	2000	800	2.968936595353537
71	2000	900	3.0853082118436763
71	2000	1000	3.201679828333816
71	2000	1100	3.318051444823956
71	2000	1250	3.4926088695591644
71	2000	1400	3.6671662942943737
71	2500	500	3.313293548742905
71	2500	550	3.3714793569879746
71	2500	625	3.45875806935558
71	2500	700	3.5460367817231844
71	2500	800	3.662408398213323
71	2500	900	3.7787800147034627
71	2500	1000	3.895151631193602
71	2500	1100	4.0115232476837415
71	2500	1250	4.186080672418951
71	2500	1400	4.36063809715416
71	3150	500	4.2148068924606275
71	3150	550	4.2729927007056965
71	3150	625	4.360271413073302
71	3150	700	4.447550125440906
71	3150	800	4.563921741931045
71	3150	900	4.680293358421185
71	3150	1000	4.796664974911324
71	3150	1100	4.913036591401464
71	3150	1250	5.087594016136673
71	3150	1400	5.262151440871882
71	4000	500	5.393708957322263
71	4000	550	5.451894765567332
71	4000	625	5.539173477934938
71	4000	700	5.626452190302543
71	4000	800	5.742823806792681
71	4000	900	5.859195423282822
71	4000	1000	5.97556703977296
71	4000	1100	6.0919386562631015
71	4000	1250	6.2664960809983095
71	4000	1400	6.441053505733518
71	5000	500	6.780652563041835
71	5000	550	6.838838371286904
71	5000	625	6.92611708365451
71	5000	700	7.013395796022115
71	5000	800	7.129767412512254
71	5000	900	7.246139029002395
71	5000	1000	7.362510645492533
71	5000	1100	7.478882261982673
71	5000	1250	7.653439686717881
71	5000	1400	7.827997111453091
72	500	500	0.5669940256519996
72	500	550	0.6251798338970695
72	500	625	0.712458546264674
72	500	700	0.7997372586322784
72	500	800	0.9161088751224179
72	500	900	1.032480491612557
72	500	1000	1.1488521081026966
72	500	1100	1.2652237245928362
72	500	1250	1.439781149328045
72	500	1400	1.6143385740632539
72	625	500	0.7403619763669462
72	625	550	0.798547784612016
72	625	625	0.8858264969796205
72	625	700	0.9731052093472249
72	625	800	1.0894768258373646
72	625	900	1.2058484423275035
72	625	1000	1.3222200588176432
72	625	1100	1.4385916753077828
72	625	1250	1.6131491000429916
72	625	1400	1.7877065247782005
72	800	500	0.9830771073678715
72	800	550	1.0412629156129412
72	800	625	1.1285416279805458
72	800	700	1.21582034034815
72	800	800	1.3321919568382898
72	800	900	1.4485635733284288
72	800	1000	1.5649351898185682
72	800	1100	1.681306806308708
72	800	1250	1.8558642310439168
72	800	1400	2.0304216557791257
72	1000	500	1.260465828511786
72	1000	550	1.318651636756856
72	1000	625	1.4059303491244601
72	1000	700	1.4932090614920646
72	1000	800	1.6095806779822042
72	1000	900	1.725952294472343
72	1000	1000	1.842323910962483
72	1000	1100	1.9586955274526225
72	1000	1250	2.1332529521878314
72	1000	1400	2.30781037692304
72	1250	500	1.607201729941679
72	1250	550	1.665387538186749
72	1250	625	1.7526662505543533
72	1250	700	1.8399449629219575
72	1250	800	1.9563165794120971
72	1250	900	2.072688195902236
72	1250	1000	2.189059812392376
72	1250	1100	2.3054314288825157
72	1250	1250	2.479988853617724
72	1250	1400	2.6545462783529334
72	1575	500	2.05795840180054
72	1575	550	2.11614421004561
72	1575	625	2.2034229224132145
72	1575	700	2.2907016347808185
72	1575	800	2.4070732512709583
72	1575	900	2.5234448677610977
72	1575	1000	2.6398164842512366
72	1575	1100	2.7561881007413764
72	1575	1250	2.9307455254765853
72	1575	1400	3.105302950211794
72	2000	500	2.6474094342313585
72	2000	550	2.7055952424764276
72	2000	625	2.7928739548440324
72	2000	700	2.8801526672116378
72	2000	800	2.9965242837017763
72	2000	900	3.1128959001919156
72	2000	1000	3.229267516682055
72	2000	1100	3.345639133172195
72	2000	1250	3.5201965579074037
72	2000	1400	3.6947539826426126
72	2500	500	3.3408812370911445
72	2500	550	3.399067045336214
72	2500	625	3.486345757703819
72	2500	700	3.5736244700714237
72	2500	800	3.689996086561562
72	2500	900	3.806367703051702
72	2500	1000	3.9227393195418414
72	2500	1100	4.039110936031982
72	2500	1250	4.21366836076719
72	2500	1400	4.3882257855023985
72	3150	500	4.242394580808867
72	3150	550	4.300580389053936
72	3150	625	4.387859101421541
72	3150	700	4.4751378137891455
72	3150	800	4.591509430279284
72	3150	900	4.707881046769423
72	3150	1000	4.824252663259563
72	3150	1100	4.940624279749703
72	3150	1250	5.115181704484912
72	3150	1400	5.289739129220121
72	4000	500	5.421296645670502
72	4000	550	5.479482453915572
72	4000	625	5.566761166283176
72	4000	700	5.6540398786507815
72	4000	800	5.77041149514092
72	4000	900	5.886783111631061
72	4000	1000	6.0031547281212
72	4000	1100	6.11952634461134
72	4000	1250	6.294083769346548
72	4000	1400	6.468641194081758
72	5000	500	6.808240251390075
72	5000	550	6.8664260596351445
72	5000	625	6.953704772002749
72	5000	700	7.040983484370354
72	5000	800	7.157355100860492
72	5000	900	7.273726717350633
72	5000	1000	7.390098333840772
72	5000	1100	7.506469950330913
72	5000	1250	7.681027375066121
72	5000	1400	7.855584799801328
73	500	500	0.5945817140002388
73	500	550	0.6527675222453087
73	500	625	0.7400462346129131
73	500	700	0.8273249469805175
73	500	800	0.943696563470657
73	500	900	1.060068179960796
73	500	1000	1.1764397964509357
73	500	1100	1.2928114129410755
73	500	1250	1.4673688376762841
73	500	1400	1.641926262411493
73	625	500	0.7679496647151854
73	625	550	0.8261354729602551
73	625	625	0.9134141853278596
73	625	700	1.000692897695464
73	625	800	1.1170645141856037
73	625	900	1.2334361306757426
73	625	1000	1.3498077471658823
73	625	1100	1.4661793636560219
73	625	1250	1.6407367883912307
73	625	1400	1.8152942131264396
73	800	500	1.0106647957161106
73	800	550	1.0688506039611803
73	800	625	1.156129316328785
73	800	700	1.2434080286963891
73	800	800	1.359779645186529
73	800	900	1.4761512616766679
73	800	1000	1.5925228781668075
73	800	1100	1.708894494656947
73	800	1250	1.883451919392156
73	800	1400	2.058009344127365
73	1000	500	1.2880535168600251
73	1000	550	1.346239325105095
73	1000	625	1.4335180374726992
73	1000	700	1.5207967498403039
73	1000	800	1.6371683663304433
73	1000	900	1.7535399828205822
73	1000	1000	1.869911599310722
73	1000	1100	1.9862832158008616
73	1000	1250	2.1608406405360703
73	1000	1400	2.335398065271279
73	1250	500	1.634789418289918
73	1250	550	1.692975226534988
73	1250	625	1.7802539389025924
73	1250	700	1.8675326512701969
73	1250	800	1.9839042677603362
73	1250	900	2.1002758842504754
73	1250	1000	2.2166475007406152
73	1250	1100	2.3330191172307546
73	1250	1250	2.5075765419659635
73	1250	1400	2.6821339667011723
73	1575	500	2.085546090148779
73	1575	550	2.143731898393849
73	1575	625	2.231010610761454
73	1575	700	2.3182893231290578
73	1575	800	2.4346609396191976
73	1575	900	2.5510325561093365
73	1575	1000	2.667404172599476
73	1575	1100	2.7837757890896158
73	1575	1250	2.958333213824824
73	1575	1400	3.1328906385600335
73	2000	500	2.6749971225795974
73	2000	550	2.7331829308246665
73	2000	625	2.8204616431922718
73	2000	700	2.9077403555598766
73	2000	800	3.024111972050015
73	2000	900	3.1404835885401545
73	2000	1000	3.2568552050302944
73	2000	1100	3.373226821520434
73	2000	1250	3.5477842462556426
73	2000	1400	3.722341670990852
73	2500	500	3.368468925439384
73	2500	550	3.426654733684453
73	2500	625	3.513933446052058
73	2500	700	3.6012121584196626
73	2500	800	3.717583774909801
73	2500	900	3.833955391399941
73	2500	1000	3.9503270078900803
73	2500	1100	4.06669862438022
73	2500	1250	4.241256049115429
73	2500	1400	4.415813473850638
73	3150	500	4.269982269157105
73	3150	550	4.328168077402175
73	3150	625	4.41544678976978
73	3150	700	4.502725502137385
73	3150	800	4.619097118627524
73	3150	900	4.735468735117664
73	3150	1000	4.8518403516078035
73	3150	1100	4.9682119680979415
73	3150	1250	5.142769392833151
73	3150	1400	5.317326817568361
73	4000	500	5.448884334018742
73	4000	550	5.507070142263811
73	4000	625	5.594348854631416
73	4000	700	5.681627566999021
73	4000	800	5.797999183489159
73	4000	900	5.9143707999793
73	4000	1000	6.0307424164694385
73	4000	1100	6.147114032959579
73	4000	1250	6.321671457694787
73	4000	1400	6.496228882429997
73	5000	500	6.835827939738314
73	5000	550	6.894013747983383
73	5000	625	6.981292460350988
73	5000	700	7.068571172718594
73	5000	800	7.184942789208732
73	5000	900	7.301314405698872
73	5000	1000	7.417686022189011
73	5000	1100	7.534057638679151
73	5000	1250	7.708615063414359
73	5000	1400	7.88317248814957
74	500	500	0.6221694023484785
74	500	550	0.6803552105935484
74	500	625	0.7676339229611528
74	500	700	0.8549126353287573
74	500	800	0.9712842518188968
74	500	900	1.0876558683090365
74	500	1000	1.2040274847991754
74	500	1100	1.320399101289315
74	500	1250	1.494956526024524
74	500	1400	1.6695139507597327
74	625	500	0.7955373530634251
74	625	550	0.8537231613084949
74	625	625	0.9410018736760993
74	625	700	1.0282805860437039
74	625	800	1.1446522025338433
74	625	900	1.2610238190239829
74	625	1000	1.377395435514122
74	625	1100	1.4937670520042616
74	625	1250	1.6683244767394705
74	625	1400	1.8428819014746793
74	800	500	1.0382524840643503
74	800	550	1.09643829230942
74	800	625	1.1837170046770245
74	800	700	1.2709957170446289
74	800	800	1.3873673335347687
74	800	900	1.503738950024908
74	800	1000	1.620110566515047
74	800	1100	1.7364821830051869
74	800	1250	1.9110396077403957
74	800	1400	2.0855970324756044
74	1000	500	1.3156412052082649
74	1000	550	1.3738270134533346
74	1000	625	1.461105725820939
74	1000	700	1.5483844381885434
74	1000	800	1.664756054678683
74	1000	900	1.7811276711688226
74	1000	1000	1.8974992876589618
74	1000	1100	2.013870904149101
74	1000	1250	2.18842832888431
74	1000	1400	2.362985753619519
74	1250	500	1.6623771066381579
74	1250	550	1.7205629148832275
74	1250	625	1.8078416272508322
74	1250	700	1.8951203396184364
74	1250	800	2.0114919561085762
74	1250	900	2.1278635725987156
74	1250	1000	2.2442351890888546
74	1250	1100	2.3606068055789944
74	1250	1250	2.5351642303142032
74	1250	1400	2.7097216550494125
74	1575	500	2.1131337784970188
74	1575	550	2.1713195867420887
74	1575	625	2.258598299109693
74	1575	700	2.3458770114772975
74	1575	800	2.462248627967437
74	1575	900	2.5786202444575768
74	1575	1000	2.694991860947716
74	1575	1100	2.8113634774378546
74	1575	1250	2.985920902173065
74	1575	1400	3.1604783269082724
74	2000	500	2.7025848109278368
74	2000	550	2.7607706191729067
74	2000	625	2.8480493315405107
74	2000	700	2.935328043908116
74	2000	800	3.051699660398256
74	2000	900	3.1680712768883947
74	2000	1000	3.2844428933785337
74	2000	1100	3.400814509868673
74	2000	1250	3.575371934603882
74	2000	1400	3.749929359339092
74	2500	500	3.3960566137876227
74	2500	550	3.454242422032692
74	2500	625	3.541521134400297
74	2500	700	3.628799846767902
74	2500	800	3.7451714632580404
74	2500	900	3.8615430797481802
74	2500	1000	3.9779146962383196
74	2500	1100	4.094286312728459
74	2500	1250	4.268843737463667
74	2500	1400	4.443401162198877
74	3150	500	4.297569957505345
74	3150	550	4.3557557657504145
74	3150	625	4.44303447811802
74	3150	700	4.530313190485623
74	3150	800	4.646684806975762
74	3150	900	4.763056423465902
74	3150	1000	4.879428039956042
74	3150	1100	4.995799656446182
74	3150	1250	5.170357081181391
74	3150	1400	5.3449145059165994
74	4000	500	5.4764720223669805
74	4000	550	5.5346578306120495
74	4000	625	5.621936542979655
74	4000	700	5.70921525534726
74	4000	800	5.825586871837398
74	4000	900	5.94195848832754
74	4000	1000	6.058330104817678
74	4000	1100	6.174701721307818
74	4000	1250	6.349259146043026
74	4000	1400	6.523816570778236
74	5000	500	6.863415628086553
74	5000	550	6.921601436331622
74	5000	625	7.008880148699228
74	5000	700	7.096158861066833
74	5000	800	7.21253047755697
74	5000	900	7.328902094047112
74	5000	1000	7.44527371053725
74	5000	1100	7.5616453270273905
74	5000	1250	7.736202751762598
74	5000	1400	7.9107601764978055
75	500	500	0.6497570906967183
75	500	550	0.7079428989417881
75	500	625	0.7952216113093925
75	500	700	0.8825003236769969
75	500	800	0.9988719401671364
75	500	900	1.1152435566572756
75	500	1000	1.231615173147415
75	500	1100	1.3479867896375548
75	500	1250	1.5225442143727637
75	500	1400	1.6971016391079725
75	625	500	0.8231250414116649
75	625	550	0.8813108496567346
75	625	625	0.968589562024339
75	625	700	1.0558682743919436
75	625	800	1.172239890882083
75	625	900	1.288611507372222
75	625	1000	1.4049831238623618
75	625	1100	1.5213547403525014
75	625	1250	1.6959121650877103
75	625	1400	1.8704695898229189
75	800	500	1.06584017241259
75	800	550	1.1240259806576598
75	800	625	1.2113046930252642
75	800	700	1.2985834053928687
75	800	800	1.4149550218830083
75	800	900	1.5313266383731472
75	800	1000	1.6476982548632868
75	800	1100	1.7640698713534266
75	800	1250	1.9386272960886355
75	800	1400	2.113184720823844
75	1000	500	1.3432288935565044
75	1000	550	1.4014147018015743
75	1000	625	1.4886934141691788
75	1000	700	1.5759721265367832
75	1000	800	1.6923437430269228
75	1000	900	1.8087153595170617
75	1000	1000	1.9250869760072014
75	1000	1100	2.041458592497341
75	1000	1250	2.21601601723255
75	1000	1400	2.3905734419677582
75	1250	500	1.6899647949863974
75	1250	550	1.7481506032314673
75	1250	625	1.835429315599072
75	1250	700	1.9227080279666762
75	1250	800	2.039079644456816
75	1250	900	2.1554512609469545
75	1250	1000	2.2718228774370943
75	1250	1100	2.388194493927234
75	1250	1250	2.562751918662443
75	1250	1400	2.737309343397652
75	1575	500	2.1407214668452585
75	1575	550	2.1989072750903285
75	1575	625	2.286185987457933
75	1575	700	2.3734646998255373
75	1575	800	2.4898363163156767
75	1575	900	2.606207932805816
75	1575	1000	2.7225795492959555
75	1575	1100	2.8389511657860953
75	1575	1250	3.013508590521304
75	1575	1400	3.1880660152565126
75	2000	500	2.730172499276077
75	2000	550	2.788358307521146
75	2000	625	2.875637019888751
75	2000	700	2.962915732256355
75	2000	800	3.079287348746496
75	2000	900	3.195658965236634
75	2000	1000	3.312030581726774
75	2000	1100	3.4284021982169137
75	2000	1250	3.602959622952122
75	2000	1400	3.7775170476873314
75	2500	500	3.423644302135863
75	2500	550	3.4818301103809324
75	2500	625	3.5691088227485372
75	2500	700	3.656387535116141
75	2500	800	3.772759151606282
75	2500	900	3.8891307680964204
75	2500	1000	4.00550238458656
75	2500	1100	4.1218740010767
75	2500	1250	4.2964314258119085
75	2500	1400	4.470988850547117
75	3150	500	4.325157645853585
75	3150	550	4.383343454098654
75	3150	625	4.470622166466259
75	3150	700	4.5579008788338635
75	3150	800	4.674272495324004
75	3150	900	4.790644111814142
